empresa_id,rubro,anio,mes,mes_inicio,ingresos_15,gastos_fijos_15,gastos_variables_15,gastos_totales_15,ventas_15,activos_corrientes_15,pasivos_corrientes_15,margen_ganancia_15,liquidez_corriente_15,riesgo_15,prob_riesgo_15,ingresos_mes,gastos_fijos_mes,gastos_variables_mes,gastos_totales_mes,ventas_mes,activos_corrientes_mes,pasivos_corrientes_mes,utilidad_mes,margen_ganancia_mes,liquidez_corriente_mes,riesgo_fin_mes,prob_riesgo_fin_mes,mes_bueno,es_sintetico,riesgo_original_dataset
E001,Manufactura,2024,8,2024-08-01,3486.09,2718.86,1473.63,4192.49,102,19743.0,8912.0,-0.202633,2.215327,MEDIO,0.5224,10947.74,4574.74,4642.25,9217.0,310,20215.96,9005.49,1730.74,0.158091,2.244849,BAJO,0.2975,1,1,
E001,Manufactura,2024,9,2024-09-01,5200.44,1809.26,1569.39,3378.65,145,10244.26,3769.31,0.350314,2.717812,BAJO,0.1587,8314.25,3449.79,2637.24,6087.04,234,10936.07,3752.4,2227.21,0.267879,2.914419,BAJO,0.1818,1,1,
E001,Manufactura,2024,10,2024-10-01,3998.19,1485.73,1253.78,2739.51,85,13888.68,6190.45,0.314813,2.243566,BAJO,0.2174,7970.18,3154.94,2615.25,5770.19,180,14421.85,5879.01,2199.99,0.276028,2.45311,BAJO,0.2104,1,1,
E001,Manufactura,2024,11,2024-11-01,4211.08,1822.11,1687.88,3509.99,93,15677.57,7176.95,0.166486,2.184433,BAJO,0.3008,8478.15,4036.8,3556.81,7593.61,218,15203.49,6811.93,884.54,0.104332,2.23189,BAJO,0.3332,1,1,
E001,Manufactura,2024,12,2024-12-01,3060.51,1614.22,806.98,2421.19,49,17643.16,6187.26,0.208892,2.851532,BAJO,0.2152,7459.9,2956.77,2547.76,5504.53,122,18170.52,6415.42,1955.37,0.262117,2.83232,BAJO,0.1889,1,1,
E001,Manufactura,2025,1,2025-01-01,5846.01,1945.48,1740.54,3686.02,131,14358.61,5872.84,0.369481,2.444919,BAJO,0.174,9149.45,3855.18,3014.68,6869.86,208,14654.84,5729.01,2279.59,0.24915,2.558006,BAJO,0.2139,1,1,
E001,Manufactura,2025,2,2025-02-01,4913.73,1957.62,2035.38,3993.0,133,15965.08,8361.21,0.187378,1.909422,BAJO,0.3361,9648.82,4314.84,3542.05,7856.9,275,16086.72,8060.08,1791.93,0.185715,1.99585,BAJO,0.3202,1,1,
E001,Manufactura,2025,3,2025-03-01,4860.09,1824.0,1394.59,3218.59,141,12356.15,5334.29,0.337751,2.316361,BAJO,0.1993,8530.11,3714.12,2779.69,6493.81,256,12354.13,5157.63,2036.31,0.23872,2.395314,BAJO,0.2344,1,1,
E001,Manufactura,2025,4,2025-04-01,4405.56,1574.46,1711.83,3286.29,165,9387.18,3532.91,0.254058,2.657067,BAJO,0.2038,7656.75,3257.08,2842.17,6099.25,298,9942.27,3575.58,1557.49,0.203415,2.7806,BAJO,0.2223,1,1,
E001,Manufactura,2025,5,2025-05-01,3823.01,1253.58,1552.86,2806.45,68,8332.22,3285.68,0.265905,2.535921,BAJO,0.2076,7372.9,3310.05,2954.44,6264.49,141,9103.07,3246.69,1108.41,0.150335,2.803799,BAJO,0.2521,1,1,
E001,Manufactura,2025,6,2025-06-01,3729.7,1192.03,1251.57,2443.6,92,7807.74,3840.6,0.344828,2.032946,BAJO,0.238,6277.57,2457.85,2196.56,4654.4,153,8748.31,3637.94,1623.17,0.258566,2.404745,BAJO,0.2236,1,1,
E001,Manufactura,2025,7,2025-07-01,3393.73,1259.6,1092.02,2351.62,50,6611.24,2819.84,0.307069,2.344544,BAJO,0.2082,5074.16,2101.31,1880.06,3981.37,79,6489.21,2878.87,1092.79,0.215364,2.254085,BAJO,0.2633,1,1,
E001,Manufactura,2025,8,2025-08-01,7255.61,2655.96,1874.44,4530.4,127,19658.44,9525.85,0.3756,2.063695,BAJO,0.222,13828.73,5930.53,4117.15,10047.68,280,20469.42,9280.3,3781.04,0.273419,2.205686,BAJO,0.2406,1,1,
E001,Manufactura,2025,9,2025-09-01,3391.65,1497.21,950.99,2448.2,89,11017.65,3994.59,0.278168,2.758146,BAJO,0.1857,6885.79,3124.61,2041.73,5166.33,185,10687.44,4076.99,1719.46,0.249711,2.621407,BAJO,0.2086,1,1,
E001,Manufactura,2025,10,2025-10-01,3999.57,1371.64,1342.21,2713.85,118,15694.39,6063.6,0.321465,2.588295,BAJO,0.179,7911.69,3034.71,2703.85,5738.55,222,15555.1,5929.39,2173.14,0.274674,2.623391,BAJO,0.1965,1,1,
E001,Manufactura,2025,11,2025-11-01,3983.39,2366.34,1123.45,3489.79,124,23305.79,10432.97,0.123915,2.233859,BAJO,0.3203,8277.68,3622.47,2742.9,6365.37,254,23788.85,9771.39,1912.31,0.23102,2.434542,BAJO,0.2344,1,1,
E001,Manufactura,2025,12,2025-12-01,4468.38,1698.59,1234.82,2933.41,138,14075.4,5779.08,0.343518,2.435578,BAJO,0.1841,7414.69,3180.83,2321.1,5501.93,219,14539.31,5646.87,1912.76,0.25797,2.574755,BAJO,0.2082,1,1,
E002,Tecnología,2021,1,2021-01-01,4255.78,2043.65,1040.58,3084.23,116,29004.8,10034.71,0.275284,2.890447,BAJO,0.1796,8146.2,3972.2,1855.12,5827.33,203,27216.07,9733.05,2318.88,0.284657,2.796254,BAJO,0.1804,1,1,
E002,Tecnología,2021,2,2021-02-01,4719.82,2312.09,794.67,3106.76,68,20498.41,10238.23,0.341763,2.002143,BAJO,0.2447,8564.12,4168.4,1473.0,5641.4,136,21085.57,10020.83,2922.72,0.341275,2.104174,BAJO,0.2274,1,1,
E002,Tecnología,2021,3,2021-03-01,2431.71,1146.91,473.56,1620.47,36,12598.01,4879.93,0.333606,2.581594,BAJO,0.1748,4898.2,2450.57,1015.1,3465.67,73,12540.78,4770.98,1432.53,0.29246,2.628558,BAJO,0.1881,1,1,
E002,Tecnología,2021,4,2021-04-01,4430.11,1754.74,782.45,2537.18,102,31844.13,12945.21,0.427287,2.459915,BAJO,0.155,7344.72,3879.68,1396.92,5276.61,163,32297.67,12511.3,2068.11,0.281578,2.58148,BAJO,0.1965,1,1,
E002,Tecnología,2021,5,2021-05-01,3844.16,2110.85,736.29,2847.14,61,26415.21,9935.53,0.25936,2.658661,BAJO,0.2011,7191.26,3618.83,1498.35,5117.18,121,26689.51,9975.07,2074.08,0.288417,2.67562,BAJO,0.1864,1,1,
E002,Tecnología,2021,6,2021-06-01,2840.81,1213.63,659.68,1873.31,91,18835.91,8245.42,0.340574,2.284409,BAJO,0.2021,4811.44,2448.45,1079.36,3527.81,161,19874.7,8030.77,1283.63,0.266787,2.474821,BAJO,0.2127,1,1,
E002,Tecnología,2021,7,2021-07-01,3455.64,1637.58,560.98,2198.56,99,18050.06,8380.73,0.363775,2.153757,BAJO,0.2116,7195.89,3680.26,1367.94,5048.21,205,19130.92,8136.23,2147.68,0.29846,2.351325,BAJO,0.2111,1,1,
E002,Tecnología,2021,8,2021-08-01,3288.57,2228.94,1008.1,3237.04,70,37828.82,14381.67,0.015669,2.630349,BAJO,0.3521,7689.8,3968.07,2155.58,6123.65,166,38397.48,14913.94,1566.16,0.203667,2.574603,BAJO,0.2365,1,1,
E002,Tecnología,2021,9,2021-09-01,3695.55,1460.08,765.0,2225.08,85,15637.73,6825.33,0.397902,2.291131,BAJO,0.1819,5894.52,2957.63,1189.17,4146.8,127,16391.62,6688.77,1747.72,0.296499,2.450619,BAJO,0.2015,1,1,
